Access Code,Name,Gender,Age,Height,Initial Weight,Lowest Weight,Target Weight,Product Name,Status,Price,Purchased At,Payment Type,Channel
ZM67X2DG,송채민,FEMALE,23.0,164.0,48.5,47.6,47.068000000000005,눔 체중감량 프로그램,completed,44780,2017-04-11 02:20:54.296000,Recurring,facebook
N250FC9F,양지안,FEMALE,29.0,163.0,54.0,,50.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-07-27 00:13:35.976000,Recurring,facebook
1YKOJ44E,신수빈,FEMALE,37.0,152.0,85.4,82.5,79.4220047,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-22 18:00:16.248000,Recurring,email
V5DS9NDM,전솔미,FEMALE,25.0,155.0,48.0,48.0,43.0,눔 체중감량 프로그램 (천원 체험),refunded,112500,2017-07-19 07:35:37.208000,Recurring,facebook
9MUBMKFG,정서혜,FEMALE,24.0,158.0,55.1,,48.0,눔 체중감량 프로그램,completed,112500,2017-05-05 14:57:17.080000,Recurring,naver
K740WDN0,조초현,,,,,,,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-02 01:40:04.088000,Recurring,direct
MCEBO3V7,백설안,FEMALE,24.0,152.0,55.0,52.5,42.0,눔 체중감량 프로그램,completed,112500,2017-05-24 19:35:20.968000,Recurring,others
MXMVVI6O,김초은,FEMALE,24.0,148.0,62.0,,47.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-22 09:48:56.320000,Recurring,facebook
Z1Q7N2AC,배초윤,FEMALE,22.0,168.0,75.0,,69.75,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-18 21:25:07.992000,Recurring,facebook
2XVEDLEH,김승은,FEMALE,25.0,163.0,82.0,,76.26,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-03 01:17:07.575999,Recurring,facebook
YV05T4OW,백세은,FEMALE,24.0,157.0,53.5,53.4,46.0,눔 체중감량 프로그램,cancelled,112500,2017-05-24 21:41:51.184000,Recurring,facebook
S5RTDCVG,유수인,FEMALE,24.0,158.0,54.0,52.8,46.0,눔 체중감량 프로그램,cancelled,112500,2017-04-17 08:32:10.304000,Recurring,facebook
FKQ2FR05,백채이,FEMALE,30.0,168.0,78.6,,54.0,눔 체중감량 프로그램,cancelled,112500,2017-05-10 22:48:16.672000,Recurring,facebook
VTFNAZWC,유초연,FEMALE,33.0,154.0,59.0,,44.5,눔 체중감량 프로그램,completed,112500,2017-03-22 08:10:09.152000,Recurring,facebook
AS94SCCV,한서율,FEMALE,21.0,159.0,49.3,47.5,45.84899926,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-31 18:40:25.416000,Recurring,facebook
T0C0DAE2,류세현,FEMALE,21.0,171.0,73.0,71.2,60.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-16 09:53:04.856000,Recurring,facebook
HM2IU24X,양지은,FEMALE,30.0,157.0,60.0,57.7,55.79999924,눔 체중감량 프로그램,cancelled,112500,2017-03-07 02:42:31.856000,Recurring,facebook
VF81DT0E,이세아,FEMALE,36.0,170.0,72.0,72.0,60.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-15 12:11:43.800000,Recurring,facebook
41U7KDWW,정수희,FEMALE,24.0,158.0,72.4,70.9,62.0,눔 체중감량 프로그램,cancelled,44780,2017-04-22 23:34:57.616000,Recurring,others
RW48MID8,조승희,FEMALE,23.0,155.0,62.0,,50.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-04 05:23:55.592000,Recurring,facebook
B4N2RH7Z,오지빈,FEMALE,30.0,162.0,86.6,51.0,47.0,눔 체중감량 프로그램 (천원 체험),refunded,112500,2017-07-17 11:27:16.728000,Recurring,naver
2ULX1M45,양슬은,FEMALE,26.0,158.0,70.5,,65.56500244,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-18 09:00:59.432000,Recurring,facebook
YB14I6VP,최지혜,FEMALE,20.0,169.0,76.0,,54.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-05-31 00:29:04.280000,Recurring,facebook
5ZIM7Q0O,신수애,FEMALE,20.0,158.0,75.0,75.0,48.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-28 21:00:31.016000,Recurring,others
H3XWEGGF,이세안,FEMALE,32.0,165.0,82.6,81.7,76.81800079,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-07-25 21:36:07.744000,Recurring,facebook
IASBK9YM,양솔영,,,,,,,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-16 20:16:38.192000,Recurring,email
YU8UUOLS,김설영,FEMALE,26.0,163.0,75.0,73.5,69.75,눔 체중감량 프로그램,cancelled,112500,2017-04-17 06:52:36.152000,Recurring,facebook
KVOGUXNN,손승은,FEMALE,32.0,165.0,65.5,63.1,60.91500092,눔 체중감량 프로그램,refunded,44780,2017-05-19 22:45:03.687999,Recurring,facebook
ORRF8FJG,김솔미,FEMALE,30.0,160.0,59.0,,51.0,눔 체중감량 프로그램,completed,112500,2017-03-20 01:07:06.656000,Recurring,facebook
QUJJ1WNQ,조승하,FEMALE,26.0,162.0,57.9,56.2,52.0,눔 체중감량 프로그램,completed,112500,2017-05-11 08:46:23.712000,Recurring,direct
TI7MJ8O8,오슬지,FEMALE,22.0,169.0,106.0,105.0,86.0,눔 체중감량 프로그램,completed,112500,2017-05-03 14:57:12.096000,Recurring,facebook
4YLFNJ9M,조수아,FEMALE,26.0,155.0,48.0,47.3,44.64,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-08 22:37:34.792001,Recurring,facebook
RD51R1R4,권설윤,FEMALE,25.0,165.0,84.0,,78.12,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-22 09:18:00.720000,Recurring,facebook
0CAS5MG2,윤채빈,FEMALE,40.0,176.0,75.0,,60.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-05 09:47:07.024000,Recurring,naver
T8DBYFJT,강채유,FEMALE,27.0,168.0,62.0,61.7,57.66,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-29 17:37:27.208000,Recurring,facebook
4E4E8X47,전민상,MALE,26.0,166.0,85.0,78.0,70.0,눔 체중감량 프로그램,completed,112500,2017-04-06 20:56:53.128000,Recurring,facebook
3PKVKR5V,양수연,FEMALE,28.0,175.0,83.5,,77.65499878,눔 체중감량 프로그램 (천원 체험),cancelled,118000,2017-06-10 07:25:21.328000,Recurring,others
9L6UWSRD,류소율,FEMALE,24.0,164.0,96.5,,65.5,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-25 09:19:47.344000,Recurring,facebook
E0ZF0J41,장소원,FEMALE,38.0,161.0,65.7,65.7,61.10099792,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-28 16:09:39.640000,Recurring,naver
Q16J9YK4,신소윤,FEMALE,23.0,156.0,60.0,,45.0,체중감량 프로그램,cancelled,112500,2017-03-23 17:16:55.752000,Recurring,facebook
ZCXN233D,전솔비,FEMALE,26.0,167.0,56.1,55.5,52.173,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-09 17:46:17.296000,Recurring,facebook
XRMKLMCK,박지연,FEMALE,21.0,156.0,66.0,,61.38,눔 체중감량 프로그램,cancelled,112500,2017-05-12 17:48:32.120000,Recurring,facebook
V0FUX3PV,임지연,FEMALE,23.0,172.0,98.0,96.0,91.13999939,눔 체중감량 프로그램 (천원 체험),refunded,112500,2017-08-09 16:31:41.416000,Recurring,facebook
V69UZGO1,배소윤,FEMALE,37.0,170.0,57.3,,52.3,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-03 12:39:03.264000,Recurring,facebook
PIPBNTCH,손소희,FEMALE,26.0,160.0,62.0,62.0,52.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-23 19:57:00.912000,Recurring,facebook
HKO7E9W1,임세율,FEMALE,38.0,168.0,80.0,78.5,74.4000001,눔 체중감량 프로그램,cancelled,112500,2017-04-11 14:35:06.096000,Recurring,naver
GLWMY01I,한슬빈,FEMALE,23.0,161.0,57.8,57.0,47.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-06-07 17:16:33.632000,Recurring,naver
KGONHVJU,박선희,FEMALE,31.0,167.0,81.7,,75.98099518,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-22 20:25:48.112000,Recurring,facebook
QWUHDM9P,송승희,FEMALE,22.0,166.0,63.0,58.8,53.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-06 13:24:39.152000,Recurring,facebook
FYVJQB62,문서희,,,,,,,눔 체중감량 프로그램,cancelled,112500,2017-05-19 06:52:12.920000,Recurring,naver
KUKB8P7Z,한솔아,FEMALE,36.0,160.0,62.0,59.4,57.65999985,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-13 10:48:59.184000,Recurring,facebook
2T2HD0GS,손초빈,FEMALE,23.0,158.0,57.5,,53.47500229,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-27 00:54:44.936000,Recurring,facebook
IUMV67CM,김연재,MALE,31.0,175.0,79.0,78.2,68.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-07 09:43:43.904001,Recurring,facebook
8YBYGI1X,김초영,FEMALE,24.0,160.0,70.0,,60.0,눔 체중감량 프로그램 (천원 체험),refunded,112500,2017-07-30 20:46:12.984000,Recurring,facebook
XWEKTP22,조원준,MALE,33.0,173.0,81.0,,75.33,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-28 22:52:03.920000,Recurring,naver
YQIMSYL3,박우준,MALE,31.0,173.0,84.0,,68.0,눔 체중감량 프로그램,cancelled,112500,2017-05-09 18:11:10.888000,Recurring,facebook
5NEAPEEU,오채현,FEMALE,25.0,169.0,75.2,72.4,60.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-22 22:56:22.184000,Recurring,facebook
WPUN0RXH,허지수,FEMALE,23.0,165.0,58.5,,54.405,눔 체중감량 프로그램,completed,44780,2017-05-23 15:11:33.136000,Recurring,facebook
SM4H9XFS,허수현,FEMALE,21.0,158.0,57.5,,49.0,눔 체중감량 프로그램,completed,112500,2017-04-18 18:11:47.048000,Recurring,facebook
Z8KKEFQC,전솔아,FEMALE,20.0,165.0,53.0,52.5,49.29,눔 체중감량 프로그램,completed,44780,2017-05-25 00:16:10.384000,Recurring,facebook
YXOL5BWT,양슬미,FEMALE,20.0,168.0,52.0,,49.39199829,눔 체중감량 프로그램 (천원 체험),completed,118000,2017-06-03 05:19:37.288000,Recurring,facebook
KPE3VVVZ,손지은,FEMALE,30.0,171.0,88.0,87.9,78.0,눔 체중감량 프로그램,completed,112500,2017-03-19 21:26:12.776000,Recurring,facebook
WVRSJIQX,신지혜,FEMALE,57.0,162.0,65.1,60.6,55.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-06 21:16:56.688000,Recurring,direct
XJO74R0O,이소원,FEMALE,25.0,163.0,57.4,55.5,53.38199997,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-06 21:48:50.256000,Recurring,facebook
2ZOPI2KO,서슬희,FEMALE,22.0,161.0,62.0,,49.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-28 02:17:59.976000,Recurring,facebook
LBCWFH1X,박수아,FEMALE,21.0,170.0,83.2,,77.376,눔 체중감량 프로그램,completed,112500,2017-05-18 20:18:58.112000,Recurring,facebook
BPHOVAUT,조채설,FEMALE,25.0,158.0,51.0,51.0,46.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-20 23:08:20.104000,Recurring,facebook
HKHNNW4Z,조설민,FEMALE,49.0,160.0,63.0,,58.59000015,눔 체중감량 프로그램,cancelled,44780,2017-05-06 19:56:00.680000,Recurring,facebook
QXOI3ERX,신지율,FEMALE,25.0,161.0,70.5,69.0,65.56500006,눔 체중감량 프로그램,completed,112500,2017-04-29 14:34:29.720000,Recurring,facebook
XOI9DQIR,황채영,FEMALE,44.0,159.0,59.2,57.2,55.05599976,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-14 17:56:14.640000,Recurring,facebook
ZC09C77D,장채하,FEMALE,24.0,153.0,106.9,104.0,99.41699982,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-09 12:07:46.208000,Recurring,facebook
HF4I7UZO,홍지은,FEMALE,23.0,171.0,70.0,74.1,55.0,눔 체중감량 프로그램,completed,112500,2017-05-22 22:11:16.664000,Recurring,facebook
TI9GOO7Z,조승윤,FEMALE,23.0,161.0,57.8,57.0,47.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-07 17:22:29.632000,Recurring,naver
GLDU7U8M,최채하,FEMALE,26.0,159.0,62.5,62.5,58.125,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-16 11:12:12.776000,Recurring,email
QRYC31Z5,유서현,FEMALE,21.0,165.0,71.5,71.6,66.49500275,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-13 07:58:22.352000,Recurring,facebook
HXCO4BRP,이서진,FEMALE,25.0,160.0,59.7,56.7,50.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-14 09:06:24.720000,Recurring,facebook
W1WEBKB2,손솔은,FEMALE,20.0,166.0,61.2,62.2,57.846000000000004,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-18 14:02:56.575999,Recurring,facebook
IS4ZBRRA,문초윤,FEMALE,31.0,172.0,70.0,,51.0,눔 체중감량 프로그램,completed,112500,2017-05-13 18:22:25.000000,Recurring,facebook
QHYXDSXY,이솔아,FEMALE,17.0,173.0,66.0,64.3,48.0,눔 체중감량 프로그램,completed,112500,2017-05-08 00:25:55.688000,Recurring,facebook
VKT3ITQW,송원일,MALE,26.0,166.0,85.0,78.0,70.0,눔 체중감량 프로그램,cancelled,112500,2017-04-06 20:44:03.128000,Recurring,facebook
A1T4U5Z8,서소원,FEMALE,24.0,172.0,78.0,78.0,67.797,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-06-14 00:00:33.976000,Recurring,facebook
6WIAFJ6U,안슬은,FEMALE,32.0,165.0,65.5,63.1,60.91500092,눔 체중감량 프로그램,completed,44780,2017-05-19 22:52:02.687999,Recurring,facebook
DOV3H84Z,송슬은,FEMALE,31.0,165.0,67.7,67.7,59.7,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-01 07:01:03.280000,Recurring,others
GCAXK5MC,유채안,FEMALE,32.0,161.0,46.0,45.4,44.0,눔 체중감량 프로그램 (천원 체험),completed,68900,2017-08-03 06:25:24.312000,Recurring,facebook
QKY8217W,오승하,FEMALE,22.0,163.0,65.0,,60.45000076,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-07-26 20:44:49.936000,Recurring,direct
EFWY7YK9,고서희,FEMALE,20.0,161.0,59.9,59.5,48.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-07-25 21:09:37.616000,Recurring,facebook
ELXMLVT0,류설안,FEMALE,37.0,164.0,64.0,63.9,59.52,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-04 16:32:14.592000,Recurring,facebook
4BWJ2LB8,조세민,FEMALE,22.0,167.0,91.0,,84.63,눔 체중감량 프로그램,completed,112500,2017-05-06 21:51:18.816000,Recurring,facebook
FV00QBA6,임서윤,FEMALE,22.0,151.0,61.0,61.0,41.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-05-30 20:33:20.232000,Recurring,facebook
V2QMMM95,정채하,FEMALE,17.0,172.0,65.0,60.0,50.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-06 04:07:01.664000,Recurring,facebook
TDH8HJYW,손송후,MALE,32.0,172.0,90.0,87.3,75.0,눔 체중감량 프로그램 (천원 체험),refunded,112500,2017-08-15 23:16:11.768000,Recurring,email
OLURCS8O,양채솔,FEMALE,21.0,160.0,79.5,79.1,58.0,눔 체중감량 프로그램 (천원 체험),cancelled,177000,2017-06-03 21:49:06.408000,Recurring,facebook
JFZJR0YB,유승희,FEMALE,27.0,160.0,60.5,60.3,50.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-06-12 15:09:57.352000,Recurring,facebook
DM289WQC,배슬지,FEMALE,32.0,152.0,54.0,,50.22,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-21 20:52:06.424000,Recurring,facebook
YOWQ5OL0,류지연,FEMALE,38.0,170.0,97.0,,92.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-13 08:16:51.184000,Recurring,facebook
PKHQF2GM,양수연,FEMALE,25.0,159.0,57.7,55.5,45.6,눔 체중감량 프로그램,completed,112500,2017-05-16 20:27:35.368000,Recurring,others
KIF6GEID,안초영,FEMALE,19.0,166.0,58.9,,52.5,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-06-03 12:01:33.224000,Recurring,facebook
0WYH2G4S,장승이,FEMALE,21.0,160.0,72.0,68.0,49.0,눔 체중감량 프로그램,cancelled,112500,2017-04-08 16:57:50.648000,Recurring,facebook
0ZVQIVFZ,권초연,FEMALE,21.0,156.0,50.3,,43.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-07-25 14:24:59.224000,Recurring,facebook
OCFPXX0E,손승예,FEMALE,23.0,158.0,63.4,,50.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-09 11:54:31.904000,Recurring,facebook
0S7OOKLK,류슬아,FEMALE,31.0,166.0,55.6,53.6,51.70800018,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-06 20:45:04.808000,Recurring,facebook
LO4VCOOR,배지아,FEMALE,35.0,165.0,50.9,,49.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-06-02 15:20:25.280000,Recurring,google
Q9TH8JYN,고채율,FEMALE,20.0,163.0,56.0,58.4,48.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-24 23:48:44.224000,Recurring,facebook
2IVHR7HU,유수민,FEMALE,22.0,-1.0,53.0,52.4,46.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-09 17:35:44.632000,Recurring,facebook
V5MS32TX,강선희,FEMALE,31.0,163.0,65.2,,60.63599777,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-29 11:59:22.872000,Recurring,facebook
A78USH8R,고승후,MALE,29.0,170.0,88.0,,81.84,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-23 04:26:14.768000,Recurring,facebook
A902ASWM,황채솔,FEMALE,25.0,163.0,60.0,,55.8,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-26 09:10:20.816000,Recurring,facebook
JCAV2N29,고세윤,FEMALE,21.0,155.0,56.0,55.0,46.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-06-19 16:30:01.672000,Recurring,facebook
Y4CEMD0G,전동연,MALE,39.0,174.0,95.0,94.3,88.35,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-16 11:42:44.208000,Recurring,facebook
HSKHQ0QB,백시후,MALE,34.0,170.0,83.0,81.1,75.423,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-05-21 23:17:32.208000,Recurring,facebook
FFD1CA38,손슬윤,FEMALE,20.0,154.0,58.0,58.0,47.0,눔 체중감량 프로그램,completed,44780,2017-05-25 08:41:00.016000,Recurring,others
CZ0XZ4IF,신채솔,FEMALE,24.0,169.0,72.4,,67.33200073,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-05 18:50:31.264000,Recurring,facebook
Z6VX0X8E,임지빈,FEMALE,27.0,163.0,50.5,50.4,46.965,눔 체중감량 프로그램 (천원 체험),completed,132000,2017-08-23 18:45:41.648000,Recurring,others
OP75YGC8,정승빈,FEMALE,21.0,158.0,62.0,,48.0,눔 체중감량 프로그램,completed,112500,2017-03-31 00:30:01.624000,Recurring,facebook
QG98WEKO,송슬영,FEMALE,26.0,157.0,74.0,,68.82,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-26 07:47:16.992000,Recurring,facebook
TEQS68PM,강지빈,FEMALE,36.0,165.0,73.3,70.2,68.16900635,눔 체중감량 프로그램,completed,112500,2017-05-19 11:42:07.968000,Recurring,others
2QSJ9FH3,이설윤,FEMALE,29.0,158.0,80.0,,74.4,눔 체중감량 프로그램 (천원 체험),completed,68900,2017-08-31 19:29:57.864001,Recurring,facebook
EFS6DPLW,강세희,FEMALE,33.0,158.0,70.3,70.4,65.37900543,눔 체중감량 프로그램,refunded,112500,2017-04-07 13:54:19.752000,Recurring,others
JX17IFCM,황채연,FEMALE,24.0,156.0,50.0,48.3,46.5,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-18 11:10:31.432000,Recurring,facebook
4WTUDJ53,허지현,FEMALE,29.0,165.0,55.6,,49.0,눔 체중감량 프로그램 (천원 체험),refunded,112500,2017-06-15 08:49:11.368000,Recurring,facebook
BILQNLJY,손지은,FEMALE,24.0,155.0,51.8,51.8,46.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-12 21:15:47.944000,Recurring,naver
FJ7UQOKV,양설연,FEMALE,38.0,163.0,65.0,66.1,58.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-14 19:19:54.752000,Recurring,naver
L0RL1IQA,서수인,FEMALE,42.0,158.0,67.0,67.0,62.31,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-23 10:14:38.784000,Recurring,facebook
8PY91UY5,정채현,FEMALE,27.0,163.0,54.5,,49.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-03 12:54:59.952000,Recurring,facebook
GPFQ6G41,윤지희,FEMALE,26.0,162.0,73.0,71.7,67.88999939,눔 체중감량 프로그램,completed,44780,2017-05-05 14:27:05.432000,Recurring,naver
9TMQTAWR,오선희,FEMALE,20.0,173.0,86.2,83.3,57.2,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-05-30 06:00:30.080000,Recurring,others
D9VWPBQB,고선이,FEMALE,42.0,166.0,69.7,68.6,50.99999619,눔 체중감량 프로그램,refunded,112500,2017-05-07 00:17:37.976000,Recurring,facebook
KB1TSU3M,신서영,FEMALE,26.0,163.0,59.0,56.4,45.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-26 10:25:58.312000,Recurring,facebook
AUB8D7EO,최지민,FEMALE,42.0,166.0,77.0,76.8,57.0,눔 체중감량 프로그램,cancelled,112500,2017-05-15 00:43:17.968000,Recurring,facebook
C1H76LDB,서소원,FEMALE,27.0,155.0,60.0,,55.8,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-04 21:42:30.064000,Recurring,facebook
MPI71R8Z,윤선정,FEMALE,32.0,167.0,83.0,82.0,72.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-20 03:22:42.032000,Recurring,naver
NG8VOWVY,한인규,MALE,26.0,177.0,92.0,92.0,75.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-09 14:14:48.856000,Recurring,facebook
0EAKFWVE,조수민,MALE,44.0,180.0,103.0,101.0,95.79,눔 체중감량 프로그램,cancelled,112500,2017-05-24 13:18:15.344000,Recurring,others
7IR2UMHT,정서율,FEMALE,33.0,168.0,80.0,63.0,65.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-04 14:07:25.936000,Recurring,others
81KOONG4,손소영,FEMALE,23.0,160.0,55.0,54.7,48.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-06 18:05:07.216000,Recurring,facebook
LD2TYDIU,조지현,FEMALE,32.0,169.0,91.0,90.0,58.0,눔 체중감량 프로그램,cancelled,112500,2017-05-07 13:25:27.688000,Recurring,facebook
3WJ6TQ31,조슬빈,FEMALE,21.0,153.0,55.0,54.0,51.15,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-28 10:16:15.872000,Recurring,facebook
GDPMQNN9,윤서영,FEMALE,43.0,165.0,80.0,81.0,60.0,눔 체중감량 프로그램 (천원 체험),refunded,112500,2017-06-04 20:06:48.208000,Recurring,facebook
0GU2Q41N,조서애,FEMALE,25.0,159.0,53.0,,46.0,눔 체중감량 프로그램,cancelled,44780,2017-04-12 15:48:30.688000,Recurring,facebook
SGB5QYV1,박채빈,FEMALE,24.0,171.0,66.5,,58.0,눔 체중감량 프로그램,completed,112500,2017-04-30 11:03:33.208000,Recurring,naver
FTGR8GWB,조세아,FEMALE,26.0,170.0,65.0,,52.0,눔 체중감량 프로그램,completed,44780,2017-04-14 10:40:04.032000,Recurring,facebook
0NL1ZNEU,최설희,FEMALE,29.0,160.0,63.0,61.4,53.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-07-16 18:54:52.792000,Recurring,facebook
M7J4Z680,백초빈,FEMALE,27.0,162.0,55.6,,51.708,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-02 16:57:41.632000,Recurring,facebook
4JVS6NX4,류지혜,FEMALE,37.0,163.0,57.6,54.9,54.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-17 08:51:10.024000,Recurring,facebook
GD0HSKNZ,안채율,FEMALE,28.0,175.0,61.8,,57.474,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-07-25 23:24:58.112000,Recurring,facebook
6A99G3Q5,박선영,FEMALE,32.0,166.0,60.5,60.0,56.265,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-30 06:23:13.000000,Recurring,facebook
OMDCIV6Y,김슬은,FEMALE,20.0,153.0,52.0,48.8,43.0,눔 체중감량 프로그램,completed,44780,2017-03-30 12:20:36.424000,Recurring,facebook
D8Z7S373,허지예,FEMALE,20.0,171.0,53.5,,48.0,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-07-27 20:56:42.840000,Recurring,facebook
9VK347NL,안설아,FEMALE,29.0,154.0,49.0,,42.0,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-30 22:29:11.208000,Recurring,facebook
MVBUIMEA,고대환,MALE,33.0,176.0,92.0,88.0,85.55999756,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-05-10 12:23:02.160000,Recurring,facebook
JCF1EFTZ,서세희,FEMALE,21.0,165.0,69.0,,64.17,눔 체중감량 프로그램,cancelled,112500,2017-03-17 00:43:41.048000,Recurring,facebook
A3HKZW8W,황솔지,FEMALE,16.0,164.0,86.0,85.3,59.0,눔 체중감량 프로그램 (천원 체험),completed,68900,2017-08-18 21:41:57.864000,Recurring,facebook
SMH4FZWQ,유솔미,FEMALE,27.0,158.0,62.6,,58.2179985,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-01 00:55:28.320000,Recurring,facebook
956ZSL5Z,김수민,FEMALE,30.0,162.0,53.3,51.5,49.56900024,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-08-11 15:01:20.232000,Recurring,others
FOSS552Z,윤초영,FEMALE,22.0,156.0,46.1,45.9,42.87299728,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-06-28 11:22:56.640000,Recurring,facebook
OPX70ULC,전솔민,FEMALE,36.0,164.0,66.7,,62.031000000000006,눔 체중감량 프로그램 (천원 체험),cancelled,112500,2017-06-25 14:14:31.848000,Recurring,facebook
AUNXW2KK,장성연,FEMALE,20.0,158.0,55.0,,48.0,눔 체중감량 프로그램,cancelled,112500,2017-05-15 09:19:14.344000,Recurring,facebook
5WAO2N14,황수이,FEMALE,30.0,165.0,63.5,62.7,55.0,눔 체중감량 프로그램,cancelled,112500,2017-04-24 09:53:29.864000,Recurring,others
O33TC6B2,정슬비,FEMALE,26.0,157.0,81.3,,75.60900116,눔 체중감량 프로그램 (천원 체험),completed,112500,2017-08-26 06:07:53.992000,Recurring,facebook
